ImageID,lightleak,pen,ruler,border,corner,blur,hair_some,hair_obscure
ISIC_9318490.jpg,2.47E-04,1.06E-03,4.58E-05,9.43E-01,8.39E-03,9.19E-02,4.23E-04,1.30E-04
ISIC_9326050.jpg,1.07E-06,3.98E-05,3.02E-03,6.93E-05,6.25E-06,1.94E-02,2.42E-04,1.48E-06
ISIC_9326230.jpg,3.06E-04,2.05E-03,1.39E-03,9.88E-01,9.97E-04,9.65E-02,9.75E-01,1.26E-02
ISIC_9327290.jpg,1.99E-02,1.05E-02,1.07E-03,1.11E-03,9.96E-01,8.74E-01,1.53E-03,2.08E-04
ISIC_9333840.jpg,8.35E-05,1.29E-03,1.00E+00,4.41E-05,9.04E-04,3.14E-01,1.34E-03,2.69E-06
ISIC_9348420.jpg,2.45E-03,1.24E-02,3.70E-01,2.58E-03,1.47E-01,8.19E-02,9.90E-01,5.03E-03
ISIC_9350250.jpg,1.13E-03,3.86E-03,1.95E-02,1.52E-03,4.31E-02,1.55E-01,3.18E-02,1.00E-03
ISIC_9353360.jpg,5.77E-03,3.77E-02,9.99E-01,5.33E-05,9.85E-01,5.76E-02,2.40E-03,3.32E-06
ISIC_9365800.jpg,2.31E-05,2.89E-04,4.38E-03,7.63E-04,7.91E-05,1.72E-01,1.77E-01,1.70E-04
ISIC_9368500.jpg,1.31E-05,1.31E-03,1.00E+00,6.89E-05,1.10E-04,3.50E-01,2.07E-03,1.13E-06
ISIC_9369230.jpg,1.41E-05,8.42E-04,9.94E-01,6.12E-06,2.17E-04,1.13E-01,2.06E-04,7.66E-07
ISIC_9390440.jpg,3.08E-05,1.94E-04,6.34E-03,6.46E-04,1.67E-04,5.81E-01,9.76E-01,2.35E-03
ISIC_9393610.jpg,1.66E-03,1.02E-03,3.72E-02,2.76E-03,3.33E-02,3.10E-01,9.91E-01,6.53E-03
ISIC_9395030.jpg,5.99E-05,8.65E-03,9.82E-01,4.11E-05,3.03E-03,1.02E-02,3.43E-04,6.89E-07
ISIC_9407800.jpg,1.15E-04,2.90E-04,4.94E-02,6.44E-04,2.53E-03,1.43E-01,9.93E-01,6.48E-04
ISIC_9411850.jpg,6.23E-05,6.55E-04,2.79E-03,2.80E-03,1.36E-04,2.66E-01,2.24E-02,1.37E-04
ISIC_9422120.jpg,4.20E-03,1.15E-02,2.91E-01,1.29E-03,1.34E-01,2.90E-01,4.40E-03,2.81E-04
ISIC_9424470.jpg,4.65E-06,3.03E-04,3.60E-05,9.77E-01,1.51E-05,2.00E-01,1.11E-03,2.03E-05
ISIC_9454520.jpg,5.67E-06,2.46E-04,1.46E-04,2.39E-03,7.17E-05,7.96E-02,3.24E-04,1.39E-05
ISIC_9455280.jpg,4.93E-03,9.89E-01,8.71E-04,3.02E-05,1.00E+00,5.93E-02,4.78E-03,3.91E-06
ISIC_9455530.jpg,2.03E-04,1.16E-03,9.27E-01,1.18E-04,8.74E-03,3.15E-01,9.95E-01,6.02E-04
ISIC_9463200.jpg,4.68E-05,9.59E-04,1.00E+00,1.23E-05,1.67E-04,2.00E-01,1.05E-02,6.36E-06
ISIC_9464790.jpg,2.82E-05,5.53E-04,7.07E-03,2.51E-04,1.32E-04,4.44E-01,9.25E-04,5.85E-05
ISIC_9471010.jpg,8.35E-05,1.12E-04,2.00E-03,4.68E-03,2.70E-04,1.29E-01,8.74E-01,1.44E-03
ISIC_9480050.jpg,4.10E-06,1.39E-04,4.20E-04,4.11E-04,3.91E-05,4.74E-01,2.27E-04,1.21E-05
ISIC_9489670.jpg,1.34E-06,9.61E-05,1.00E+00,8.80E-07,1.31E-05,5.51E-02,1.23E-04,6.00E-08
ISIC_9493400.jpg,7.73E-05,1.02E-03,3.44E-01,2.29E-04,1.58E-03,1.71E-01,9.97E-01,2.27E-03
ISIC_9509950.jpg,3.34E-05,2.96E-04,3.84E-03,4.50E-03,1.12E-03,6.78E-01,9.84E-01,1.57E-03
ISIC_9519270.jpg,1.69E-05,3.53E-04,1.00E+00,3.19E-05,2.15E-04,1.58E-01,3.83E-04,4.69E-07
ISIC_9542410.jpg,1.91E-04,1.09E-03,9.99E-01,3.82E-05,4.15E-04,3.28E-01,3.57E-03,6.20E-06
ISIC_9550350.jpg,3.88E-05,4.56E-03,1.00E+00,8.80E-06,3.38E-04,7.91E-01,8.48E-04,1.53E-06
ISIC_9552640.jpg,9.15E-04,1.01E-02,6.53E-01,1.22E-03,6.18E-03,1.65E-01,9.81E-01,2.59E-02
ISIC_9553410.jpg,2.21E-03,4.49E-02,8.57E-01,2.74E-03,1.79E-02,1.27E-01,9.73E-01,4.85E-03
ISIC_9570510.jpg,5.38E-06,5.30E-05,2.36E-04,2.11E-03,5.40E-05,5.69E-02,4.19E-01,8.81E-05
ISIC_9575100.jpg,2.80E-04,2.22E-02,2.25E-03,9.69E-01,3.75E-03,5.84E-02,9.20E-04,8.37E-05
ISIC_9589360.jpg,4.16E-05,5.74E-04,9.96E-01,2.89E-04,2.03E-04,2.47E-01,4.39E-04,3.96E-06
ISIC_9597570.jpg,2.35E-04,1.46E-02,9.99E-01,9.76E-04,2.12E-03,5.11E-01,3.60E-03,2.70E-05
ISIC_9601410.jpg,1.74E-06,3.04E-05,9.06E-02,1.18E-05,4.30E-05,2.73E-01,2.16E-04,1.48E-07
ISIC_9603620.jpg,1.58E-05,1.51E-04,4.62E-02,6.37E-05,7.89E-05,4.38E-01,3.87E-04,3.19E-06
ISIC_9626060.jpg,2.69E-05,1.06E-03,9.70E-01,1.26E-05,5.19E-04,2.39E-01,2.94E-04,2.20E-06
ISIC_9630320.jpg,8.23E-05,1.23E-03,1.00E+00,3.41E-04,6.22E-04,1.36E-01,1.27E-03,4.27E-06
ISIC_9637320.jpg,4.98E-04,3.21E-03,5.29E-01,1.81E-04,4.29E-02,5.94E-02,9.96E-01,2.30E-03
ISIC_9648810.jpg,1.30E-02,1.27E-02,1.86E-02,4.38E-04,9.87E-01,8.78E-01,8.18E-01,1.29E-03
ISIC_9655650.jpg,9.32E-05,1.18E-02,5.44E-01,1.45E-03,7.19E-04,4.66E-01,1.27E-04,8.62E-06
ISIC_9661960.jpg,1.54E-04,3.47E-04,4.00E-04,9.10E-01,1.13E-03,6.36E-01,9.93E-01,7.18E-02
ISIC_9668890.jpg,1.97E-04,4.70E-04,4.91E-03,1.20E-02,4.69E-03,1.10E-01,3.11E-01,2.49E-04
ISIC_9679360.jpg,1.24E-05,3.94E-04,8.98E-04,5.15E-03,5.69E-05,1.07E-02,7.45E-04,5.24E-06
ISIC_9684090.jpg,4.94E-07,3.21E-05,3.05E-04,9.95E-05,8.46E-06,7.85E-01,8.76E-05,1.11E-06
ISIC_9684470.jpg,1.47E-04,7.18E-04,1.54E-03,1.73E-03,1.47E-03,1.80E-01,1.74E-03,8.88E-05
ISIC_9685490.jpg,5.09E-03,1.71E-03,1.45E-04,1.62E-02,3.15E-02,5.00E-01,3.99E-02,9.95E-01
ISIC_9687740.jpg,1.69E-05,6.53E-04,1.23E-01,3.11E-04,1.04E-04,3.21E-01,3.11E-04,7.05E-06
ISIC_9688400.jpg,8.55E-06,1.44E-03,1.00E+00,2.61E-05,1.43E-04,1.81E-01,2.08E-04,7.48E-08
ISIC_9695660.jpg,6.61E-06,1.74E-04,1.10E-03,2.15E-04,5.97E-05,6.87E-01,2.19E-03,2.52E-05
ISIC_9702840.jpg,3.78E-04,9.43E-04,3.11E-04,9.66E-01,1.70E-03,3.38E-01,4.79E-01,3.70E-03
ISIC_9705000.jpg,4.16E-03,1.24E-01,9.98E-01,3.47E-03,1.36E-02,9.83E-02,2.46E-02,2.19E-04
ISIC_9710010.jpg,3.40E-06,1.52E-04,1.00E+00,1.74E-06,2.10E-05,1.55E-01,4.04E-04,2.46E-07
ISIC_9729470.jpg,9.31E-05,1.86E-03,5.05E-03,8.23E-04,4.03E-04,9.24E-01,3.49E-03,2.66E-04
ISIC_9739400.jpg,3.12E-05,5.51E-04,5.89E-04,6.15E-04,2.49E-04,2.90E-01,1.91E-03,1.03E-04
ISIC_9741760.jpg,7.97E-05,1.01E-03,1.92E-04,9.91E-01,7.38E-04,6.93E-01,9.31E-01,1.85E-03
ISIC_9780160.jpg,5.42E-05,2.54E-04,2.17E-03,3.19E-04,5.47E-04,7.60E-01,2.80E-03,4.00E-05
ISIC_9786080.jpg,1.05E-03,1.81E-02,1.00E+00,3.01E-04,7.19E-03,1.21E-01,6.28E-02,6.25E-05
ISIC_9788810.jpg,3.53E-04,2.15E-03,5.20E-04,9.49E-01,4.05E-03,5.48E-01,8.04E-03,5.62E-04
ISIC_9808390.jpg,1.16E-03,4.99E-03,3.19E-02,1.61E-03,9.97E-03,2.98E-01,9.82E-01,1.98E-02
ISIC_9821590.jpg,3.86E-03,9.99E-01,5.06E-04,2.12E-04,9.99E-01,1.39E-02,2.18E-03,6.03E-06
ISIC_9846010.jpg,1.71E-04,1.68E-03,1.89E-04,9.52E-01,1.77E-03,7.58E-01,1.07E-03,2.85E-04
ISIC_9848140.jpg,1.37E-05,8.55E-04,2.79E-01,4.90E-04,4.67E-05,1.43E-02,1.03E-03,1.05E-05
ISIC_9851570.jpg,9.57E-03,1.19E-02,3.25E-03,1.18E-05,1.00E+00,4.11E-01,6.97E-03,3.47E-05
ISIC_9854060.jpg,7.21E-06,1.65E-04,1.13E-03,2.37E-04,2.76E-05,7.42E-01,8.61E-04,4.46E-05
ISIC_9882710.jpg,2.38E-04,1.25E-02,9.99E-01,7.31E-05,4.95E-03,6.55E-01,3.42E-03,1.02E-05
ISIC_9884970.jpg,1.04E-04,9.55E-04,1.00E+00,3.41E-04,4.53E-04,2.29E-01,3.21E-03,9.07E-06
ISIC_9886150.jpg,9.18E-05,8.27E-04,7.24E-02,5.99E-04,1.02E-03,3.50E-01,1.06E-03,1.37E-05
ISIC_9895240.jpg,1.46E-05,2.29E-04,1.00E+00,7.38E-05,2.49E-04,7.97E-02,7.02E-04,2.73E-07
ISIC_9932650.jpg,4.01E-05,6.37E-04,1.09E-03,9.24E-04,1.17E-04,6.15E-01,3.14E-03,4.24E-05
ISIC_9941030.jpg,3.94E-06,2.08E-05,8.71E-04,1.20E-04,1.21E-04,5.68E-01,9.76E-01,6.61E-05
ISIC_9941770.jpg,2.86E-05,4.70E-04,7.61E-02,7.28E-04,4.46E-05,4.75E-01,2.26E-03,6.32E-05
ISIC_9955410.jpg,1.88E-06,2.93E-04,4.94E-04,3.32E-04,9.69E-06,2.62E-01,8.15E-05,2.27E-06
ISIC_9961370.jpg,1.10E-03,4.45E-03,2.02E-03,9.57E-01,4.65E-03,1.18E-01,9.38E-01,1.39E-02
ISIC_9962990.jpg,9.74E-06,2.36E-04,1.81E-04,6.12E-04,3.48E-04,2.26E-01,2.82E-04,2.32E-06
ISIC_9968300.jpg,3.98E-05,7.30E-05,1.99E-03,6.46E-04,5.53E-04,6.79E-03,4.82E-03,1.91E-05
ISIC_9969800.jpg,4.57E-04,1.25E-03,1.69E-01,7.49E-04,3.38E-03,3.42E-02,8.37E-03,7.92E-05
ISIC_9982380.jpg,9.27E-05,5.51E-03,9.91E-01,9.91E-04,1.15E-03,5.16E-03,2.80E-01,1.12E-05
ISIC_0012560.jpg,1.04E-04,1.02E-03,3.35E-03,3.57E-03,1.17E-03,9.30E-01,1.91E-03,5.42E-05
ISIC_0012650.jpg,1.01E-04,8.61E-03,1.31E-01,2.13E-03,1.58E-04,3.45E-02,6.42E-04,1.43E-05
ISIC_0015120.jpg,1.50E-04,3.85E-03,1.66E-02,3.19E-03,6.27E-04,1.12E-01,2.54E-03,8.86E-05
ISIC_0015290.jpg,5.93E-04,1.45E-03,3.30E-02,3.11E-03,2.05E-03,9.83E-01,2.18E-01,2.42E-03
ISIC_0015350.jpg,4.15E-05,1.01E-03,3.61E-03,2.10E-03,6.03E-05,8.31E-01,2.76E-03,1.89E-04
ISIC_0015380.jpg,1.43E-03,6.59E-03,3.86E-02,6.30E-03,4.71E-03,1.50E-01,9.49E-01,2.68E-02
ISIC_0015430.jpg,1.67E-05,1.81E-04,3.16E-05,1.93E-02,1.01E-04,2.46E-02,3.59E-02,8.76E-04
ISIC_0015450.jpg,2.77E-05,1.19E-04,1.78E-02,5.98E-05,6.99E-04,2.19E-02,9.96E-01,3.91E-04
ISIC_0015470.jpg,1.72E-04,6.24E-03,9.19E-03,7.02E-03,8.41E-04,8.22E-02,8.74E-04,1.89E-04
ISIC_0015520.jpg,2.27E-04,5.53E-04,6.33E-04,9.23E-03,7.92E-04,7.40E-01,1.47E-01,3.84E-03
ISIC_0015570.jpg,5.31E-05,1.05E-03,3.63E-03,4.17E-03,7.06E-05,1.07E-01,3.20E-03,2.74E-04
ISIC_0015970.jpg,2.17E-02,9.96E-01,2.51E-01,1.09E-02,7.76E-01,5.44E-02,9.87E-01,1.16E-03
ISIC_0016010.jpg,1.03E-02,1.41E-01,9.97E-01,9.20E-04,2.89E-01,4.64E-01,2.90E-02,5.37E-04
ISIC_0016020.jpg,2.16E-02,7.08E-01,2.11E-01,1.38E-02,7.49E-01,7.13E-02,3.23E-02,1.18E-03
ISIC_0017350.jpg,2.29E-05,3.71E-04,5.04E-04,3.25E-03,1.48E-04,8.02E-01,2.50E-02,2.06E-04
ISIC_0017750.jpg,3.64E-05,5.03E-04,3.60E-04,1.57E-03,7.49E-04,5.84E-01,7.84E-04,1.37E-05
ISIC_0017970.jpg,2.00E-05,1.70E-04,1.53E-04,1.36E-03,1.08E-04,1.27E-01,2.13E-03,1.33E-04
ISIC_0017990.jpg,1.36E-05,3.70E-04,7.17E-05,1.57E-03,8.17E-05,2.62E-01,8.67E-04,6.76E-05
ISIC_0018040.jpg,1.10E-04,1.68E-04,5.38E-04,2.09E-02,2.45E-04,4.57E-01,4.32E-01,1.88E-03
ISIC_0018090.jpg,1.06E-05,3.15E-04,4.23E-04,4.60E-03,5.05E-05,2.83E-02,8.35E-04,3.14E-05
ISIC_0018200.jpg,8.25E-05,8.80E-04,5.80E-04,1.69E-03,4.34E-04,4.57E-01,3.85E-03,3.20E-04
ISIC_0018290.jpg,2.73E-05,2.93E-04,6.63E-04,1.48E-03,2.30E-04,6.36E-01,1.00E-03,6.70E-05
ISIC_0018580.jpg,1.83E-04,7.58E-04,1.35E-04,4.32E-02,1.16E-03,2.90E-01,1.66E-03,4.02E-04
ISIC_0018730.jpg,2.87E-05,2.78E-04,2.98E-03,1.70E-03,1.24E-04,5.83E-01,1.87E-03,8.89E-05
ISIC_0018960.jpg,2.83E-05,4.35E-04,1.38E-04,3.62E-03,5.37E-04,6.40E-01,9.88E-04,1.87E-05
ISIC_0019030.jpg,2.66E-05,2.53E-04,8.32E-04,4.10E-03,1.42E-04,4.03E-01,6.01E-04,5.27E-05
ISIC_0019090.jpg,2.37E-07,1.44E-05,4.77E-06,7.18E-03,1.70E-06,9.34E-03,1.52E-04,5.16E-07
ISIC_0019170.jpg,9.22E-05,4.43E-04,2.51E-03,1.24E-02,1.94E-04,3.85E-01,9.33E-01,1.90E-03
ISIC_0019200.jpg,2.24E-06,5.28E-05,9.77E-06,1.46E-03,2.29E-05,7.60E-03,7.35E-03,9.67E-05
ISIC_0019260.jpg,1.76E-05,2.56E-04,3.16E-04,7.24E-04,1.16E-04,2.84E-01,1.20E-03,7.29E-05
ISIC_0019320.jpg,2.78E-05,2.12E-04,5.11E-05,2.89E-03,3.23E-04,5.27E-02,1.26E-03,1.53E-04
ISIC_0019380.jpg,8.66E-06,1.07E-04,3.39E-05,4.84E-03,3.95E-04,6.97E-01,3.42E-04,4.32E-06
ISIC_0019540.jpg,1.85E-04,4.64E-04,3.79E-05,2.11E-02,1.75E-02,3.20E-01,1.09E-03,1.14E-04
ISIC_0019870.jpg,2.52E-06,8.36E-05,3.59E-04,1.30E-03,5.15E-05,3.32E-02,1.26E-02,1.51E-05
ISIC_0019880.jpg,9.51E-05,6.27E-04,5.16E-04,1.20E-02,5.30E-04,6.99E-01,6.47E-03,5.07E-04
ISIC_0019910.jpg,9.29E-05,7.06E-04,3.37E-04,5.79E-03,5.92E-04,2.79E-01,6.61E-02,1.39E-03
ISIC_0019970.jpg,1.91E-05,1.56E-04,1.79E-04,1.95E-03,1.18E-04,1.81E-01,2.10E-02,1.13E-04
ISIC_0020150.jpg,3.11E-06,8.10E-05,1.30E-05,2.08E-03,3.96E-05,1.05E-02,1.36E-04,9.90E-06
ISIC_0020300.jpg,5.84E-05,4.46E-04,3.31E-04,7.31E-03,6.42E-04,3.62E-01,6.56E-04,1.04E-04
ISIC_0020360.jpg,3.90E-07,6.48E-05,2.16E-05,1.02E-03,2.55E-06,7.68E-03,2.24E-04,6.67E-07
ISIC_0020420.jpg,7.20E-05,5.32E-04,1.43E-03,3.10E-03,1.40E-03,3.52E-02,9.08E-04,1.88E-05
ISIC_0020500.jpg,9.21E-06,2.15E-04,1.16E-04,6.13E-03,6.84E-05,3.51E-01,1.61E-03,5.63E-05
ISIC_0020540.jpg,8.34E-05,4.96E-04,6.30E-04,8.91E-03,5.44E-04,7.45E-01,1.39E-03,7.37E-05
ISIC_0020550.jpg,3.20E-05,4.64E-04,1.49E-03,4.14E-03,1.34E-04,1.51E-01,8.15E-04,1.99E-05
ISIC_0020620.jpg,7.64E-06,2.49E-04,2.11E-04,2.21E-03,4.56E-05,6.51E-02,6.21E-04,5.02E-06
ISIC_0020640.jpg,6.42E-05,8.48E-04,4.35E-04,3.52E-03,3.00E-04,2.35E-01,4.47E-03,3.02E-04
ISIC_0020840.jpg,7.10E-05,3.72E-04,3.06E-04,3.54E-03,9.47E-04,3.45E-01,1.27E-03,1.68E-04
ISIC_0020860.jpg,2.68E-05,5.27E-04,1.30E-03,1.96E-03,1.02E-04,5.53E-01,1.03E-03,1.55E-05
ISIC_0020930.jpg,3.23E-05,5.59E-04,2.96E-04,4.04E-03,1.53E-04,7.23E-01,2.21E-03,2.73E-04
ISIC_0021010.jpg,1.08E-04,2.39E-02,2.40E-02,2.74E-03,7.32E-04,1.72E-02,2.36E-02,3.61E-05
ISIC_0021050.jpg,8.94E-05,3.16E-03,9.84E-01,3.14E-04,2.01E-03,6.03E-01,7.14E-04,5.06E-06
ISIC_0021070.jpg,3.77E-06,1.24E-04,3.99E-03,2.38E-04,1.28E-05,1.35E-01,2.40E-04,4.24E-06
ISIC_0021160.jpg,1.26E-03,2.08E-02,4.27E-01,8.67E-03,4.32E-03,7.06E-01,1.27E-01,6.53E-04
ISIC_0021170.jpg,1.80E-04,2.77E-03,1.92E-01,1.16E-03,1.53E-03,3.86E-01,2.84E-03,7.99E-05
ISIC_0021210.jpg,3.50E-04,7.38E-01,3.67E-03,5.04E-03,1.53E-02,1.28E-02,3.67E-04,2.46E-05
ISIC_0021260.jpg,1.42E-02,5.27E-02,9.87E-01,2.37E-03,1.94E-01,2.36E-01,5.90E-02,7.01E-04
ISIC_0021270.jpg,1.15E-03,2.37E-02,1.09E-02,1.64E-02,2.89E-03,2.86E-01,4.99E-02,1.68E-03
ISIC_0021380.jpg,6.41E-03,2.97E-02,7.46E-01,1.06E-02,3.75E-02,5.45E-01,7.59E-01,4.65E-03
ISIC_0021440.jpg,8.66E-05,3.51E-03,5.32E-01,4.54E-04,1.37E-03,2.56E-01,9.03E-04,9.79E-06
ISIC_0021480.jpg,1.08E-03,3.68E-03,3.78E-02,2.97E-03,1.45E-02,1.02E-01,9.80E-01,3.62E-03
ISIC_0021550.jpg,2.18E-04,9.78E-01,1.87E-02,4.33E-03,6.12E-03,4.12E-01,3.05E-04,6.34E-06
ISIC_0021570.jpg,7.99E-03,9.56E-01,1.97E-01,1.05E-01,6.44E-02,4.48E-01,3.49E-02,9.23E-04
ISIC_0021770.jpg,2.69E-05,5.36E-04,2.68E-03,6.81E-04,1.89E-04,1.72E-01,6.97E-04,7.67E-06
ISIC_0021780.jpg,3.03E-05,6.76E-04,6.41E-03,4.95E-04,1.52E-04,6.25E-01,1.05E-03,6.14E-05
ISIC_0021790.jpg,2.73E-04,5.17E-03,8.63E-01,2.63E-04,8.77E-04,1.06E-01,4.70E-03,2.98E-05
ISIC_0021800.jpg,6.03E-06,7.05E-05,4.06E-04,1.38E-03,2.70E-05,1.91E-01,3.30E-04,1.27E-05
ISIC_0021910.jpg,6.83E-04,4.45E-01,2.23E-01,9.21E-01,1.39E-03,2.77E-02,2.47E-03,1.25E-04
ISIC_0021930.jpg,1.04E-02,2.80E-02,3.58E-03,9.67E-04,9.55E-01,7.61E-01,4.72E-03,4.77E-04
ISIC_0021940.jpg,9.75E-06,3.98E-04,8.00E-03,1.35E-03,8.01E-05,1.81E-01,1.53E-04,1.79E-06
ISIC_0022160.jpg,6.88E-05,7.13E-04,1.68E-02,6.85E-04,1.06E-03,8.04E-02,5.40E-04,9.60E-06
ISIC_0022210.jpg,1.03E-03,2.87E-03,9.27E-02,2.22E-03,8.32E-03,1.69E-01,4.05E-03,2.08E-04
ISIC_0022220.jpg,4.80E-05,7.23E-04,4.71E-01,1.90E-04,4.25E-04,1.68E-02,1.04E-03,5.04E-06
ISIC_0022330.jpg,2.02E-04,4.47E-03,8.64E-02,1.21E-03,1.03E-03,2.83E-01,3.28E-03,1.96E-04
ISIC_0022540.jpg,5.66E-06,2.42E-04,1.68E-03,3.19E-04,3.02E-05,4.58E-01,3.32E-04,1.15E-05
ISIC_0022550.jpg,5.68E-02,1.43E-01,7.24E-03,9.59E-01,1.80E-01,1.95E-01,1.01E-01,2.59E-01
ISIC_0022570.jpg,1.45E-05,3.20E-04,1.16E-03,8.72E-04,7.51E-05,2.32E-02,2.33E-03,7.59E-05
ISIC_0022580.jpg,5.42E-02,4.94E-01,9.52E-01,6.12E-04,9.84E-01,2.67E-01,1.52E-02,2.67E-04
ISIC_0022650.jpg,1.11E-04,4.18E-03,1.33E-02,8.27E-04,7.29E-04,5.38E-01,2.64E-03,3.36E-05
ISIC_0022730.jpg,4.38E-06,1.74E-04,6.35E-04,8.35E-04,7.26E-05,4.75E-03,2.58E-04,1.06E-06
ISIC_0022820.jpg,1.48E-04,1.69E-03,3.48E-03,4.39E-03,1.17E-03,3.17E-02,2.22E-03,9.90E-05
ISIC_0022950.jpg,7.14E-04,1.14E-02,1.37E-02,2.61E-03,4.45E-02,1.66E-02,9.89E-01,6.59E-03
ISIC_0023090.jpg,1.18E-03,9.83E-01,1.48E-02,1.16E-02,8.41E-02,1.37E-01,1.62E-03,3.62E-05
ISIC_0023300.jpg,7.38E-04,4.18E-03,1.12E-02,6.97E-04,5.39E-02,8.09E-01,2.66E-03,7.90E-05
ISIC_0023380.jpg,5.66E-04,1.11E-02,9.81E-01,2.72E-03,1.46E-02,1.27E-01,2.66E-04,1.53E-05
ISIC_0023470.jpg,3.61E-05,6.31E-04,3.46E-03,3.25E-03,1.69E-04,1.91E-01,1.30E-03,5.08E-05
ISIC_0023620.jpg,8.16E-04,3.82E-03,4.20E-02,3.50E-03,2.15E-02,3.13E-01,6.33E-01,1.92E-03
ISIC_0023920.jpg,3.23E-04,7.99E-03,9.98E-01,1.00E-03,2.48E-03,3.60E-01,8.83E-03,4.75E-05
ISIC_0023940.jpg,1.04E-06,1.19E-04,9.56E-01,8.14E-06,1.12E-05,1.22E-02,1.32E-04,1.46E-07
ISIC_0024100.jpg,5.87E-06,2.44E-04,1.43E-03,9.89E-04,3.13E-05,8.32E-01,6.11E-04,1.88E-05
ISIC_0024130.jpg,8.25E-04,7.99E-03,9.30E-01,2.83E-04,2.08E-02,1.68E-01,2.59E-03,3.80E-05
ISIC_0036070.jpg,6.98E-06,1.74E-03,1.97E-03,3.43E-03,5.13E-05,9.85E-03,1.37E-04,1.99E-06
ISIC_0036080.jpg,1.28E-04,1.39E-03,8.60E-04,9.22E-05,2.78E-01,2.48E-02,8.71E-04,2.86E-06
ISIC_0036090.jpg,1.51E-05,4.67E-04,7.24E-03,8.01E-04,4.31E-05,7.36E-02,3.14E-04,3.48E-06
ISIC_0036100.jpg,6.02E-06,1.13E-04,1.40E-03,3.70E-04,2.02E-05,2.94E-01,2.27E-04,9.21E-06
ISIC_0036110.jpg,2.41E-03,9.57E-01,7.89E-01,2.27E-04,8.73E-01,9.93E-02,1.52E-03,8.46E-06
ISIC_0036120.jpg,2.12E-05,2.07E-03,9.47E-01,1.22E-03,1.21E-04,3.45E-01,1.03E-03,8.22E-06
ISIC_0036130.jpg,2.56E-06,9.42E-05,1.08E-03,2.15E-04,1.07E-05,4.70E-01,4.38E-04,7.88E-06
ISIC_0036140.jpg,1.04E-03,6.39E-04,4.53E-05,3.90E-04,9.85E-01,4.01E-01,3.59E-04,8.40E-06
ISIC_0036150.jpg,9.23E-04,9.59E-03,9.42E-02,2.12E-03,9.02E-03,2.62E-01,1.32E-01,1.09E-03
ISIC_0036160.jpg,1.24E-03,2.70E-02,1.37E-01,9.13E-04,3.48E-02,2.67E-02,8.96E-02,1.93E-04
ISIC_0036170.jpg,8.28E-06,2.65E-04,2.86E-03,1.14E-03,2.76E-05,2.38E-01,6.28E-04,1.24E-05
ISIC_0036180.jpg,3.20E-04,8.52E-03,2.65E-02,3.46E-03,5.57E-03,7.34E-01,1.24E-02,4.00E-04
ISIC_0036190.jpg,5.67E-05,1.67E-03,1.06E-02,4.83E-04,3.03E-04,7.59E-01,1.56E-03,1.22E-04
ISIC_0036200.jpg,1.18E-05,2.54E-04,8.31E-05,2.11E-04,2.07E-02,6.70E-02,7.48E-05,3.20E-06
ISIC_0036220.jpg,1.37E-04,9.96E-01,4.12E-02,3.57E-03,7.79E-03,9.68E-02,1.06E-03,1.42E-06
ISIC_0036230.jpg,2.27E-03,1.00E+00,1.37E-02,6.32E-03,1.68E-02,3.54E-01,1.95E-03,9.01E-05
ISIC_0036250.jpg,3.70E-05,3.12E-03,1.50E-02,3.56E-04,1.76E-04,3.94E-01,4.38E-04,2.74E-05
ISIC_0036260.jpg,9.39E-04,9.98E-01,1.71E-02,8.03E-03,5.66E-02,6.47E-02,7.81E-03,4.04E-05
ISIC_0036270.jpg,2.09E-04,1.02E-03,1.01E-02,4.15E-03,8.52E-04,5.79E-02,1.05E-01,4.11E-04
ISIC_0036280.jpg,1.55E-04,2.59E-03,9.54E-01,7.58E-05,2.37E-03,1.13E-01,6.58E-04,3.24E-06
ISIC_0036290.jpg,3.15E-02,6.82E-01,2.73E-01,2.02E-02,3.78E-01,1.57E-01,9.02E-01,3.86E-02
ISIC_0036300.jpg,1.01E-02,3.64E-01,9.25E-01,9.07E-03,2.64E-02,5.03E-01,8.07E-01,8.24E-03
ISIC_0036310.jpg,2.29E-02,4.61E-02,7.89E-01,1.62E-03,8.98E-01,1.31E-01,4.15E-01,1.91E-03
ISIC_0036340.jpg,1.32E-04,1.26E-03,5.78E-01,2.09E-04,7.97E-03,1.99E-01,1.87E-03,2.71E-05
ISIC_0076801.jpg,1.74E-05,9.58E-05,3.65E-04,2.79E-04,3.06E-04,4.72E-01,5.89E-04,8.64E-06
ISIC_0092481.jpg,3.34E-04,3.95E-02,9.95E-01,2.38E-04,6.23E-03,5.88E-02,7.99E-04,6.94E-06
ISIC_0158761.jpg,4.82E-05,1.05E-03,9.93E-01,7.57E-05,5.41E-04,7.18E-02,7.31E-04,1.48E-06
ISIC_0166561.jpg,1.57E-04,1.88E-03,9.97E-01,1.84E-04,1.87E-03,2.26E-01,9.50E-01,1.51E-04
ISIC_0178741.jpg,4.35E-03,2.79E-03,1.01E-02,1.23E-04,9.99E-01,7.80E-01,5.88E-04,7.56E-06
ISIC_0183771.jpg,7.13E-03,5.08E-02,5.92E-02,6.17E-03,7.53E-02,2.67E-01,9.85E-01,5.80E-02
ISIC_0206261.jpg,2.36E-05,4.48E-04,1.02E-02,4.90E-04,9.45E-05,1.86E-01,6.10E-04,2.62E-05
